"quoteID";"quote";"politician";"date";"party";"articleID";"topic";"fan";"articleText"
"980";"Vi vil bede regeringen finkæmme danmarkskortet og gennemgå alle de steder  både på fastlandet og på øer  hvor det er muligt at få oprettet et udrejsecenter for dem, der er dømt";"Mattias Tesfaye";"11/27/2018";"Socialdemokratiet";"999";"integration";"";"Det er ensidigt negativt for beboerne i midtjyske Bording, at der i nærheden ligger et udrejsecenter, hvor afviste asylansøgere og udvisningsdømte udlændinge skal melde sig hver dag.Det mener Socialdemokratiet, der på den baggrund foreslår, at naboerne skal have en økonomisk kompensation.Jeg kan ikke sætte kroner og øre på. Det vil også afhænge af, hvor tæt man bor på sådan et åbent centerMen uanset hvor mange penge vi kommer med, tror jeg ikke, at folk vil tænke ""Nå, så gør det ikke noget."" Man skal betragte det mere som et plaster på såret, forklarer han.Den egentlige løsning på problemet er, at de afviste asylansøgere og de udvisningsdømte udlændinge sendes ud.  Men indtil da bør de inddeles i grupper, så det kun er de afviste asylansøgere - der ikke har gjort noget kriminelt - der bor på Kærshovedgård. De udvisningsdømte bør holde til et mere afsides sted, mener S.For eksempel en ubeboet ø.Vi vil bede regeringen finkæmme danmarkskortet og gennemgå alle de steder  både på fastlandet og på øer  hvor det er muligt at få oprettet et udrejsecenter for dem, der er dømtHan lægger op til at rykke det møde i Udlændingeudvalget, hvor forslagene skal diskuteres, til Bording. Det er en mulighed, Folketingets udvalg har.- Når Folketinget træer en beslutning, der har så stor betydning for et lokalsamfund, giver det god mening, at vi et par år eer tør holde et møde derovre og se lokalsamfundet i øjnene.Kærshovedgård er et tidligere fængsel. Men i 2015 blev det besluttet, at bygningerne skulle huse afviste asylansøgere, udvisningsdømte kriminelle og personer på tålt ophold. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"981";"Det står nu helt klart, at det her er ren symbolpolitik";"Mattias Tesfaye";"11/01/2018";"Socialdemokratiet";"1000";"integration";"";"Et fåtal af flygtninge vil tage imod penge for til gengæld at udskyde retten til at hente deres familie til Danmark.  Det skriver Morgenavisen Jyllands-Posten blandt andet på baggrund af et internt notat i regeringen, der danner grundlag for forhandlinger med Dansk Folkeparti.Forslaget er centralt i det såkaldte paradigmeski i udlændingepolitikken, der forhandles i øjeblikket.  Det går ud på at tilbyde de godt 4500 hovedsageligt syriske flygtninge med midlertidig beskyttelsesstatus en kontant ydelse på 1000 kroner om måneden for hver person, de udskyder at blive familiesammenført med. Dog maksimalt to personer.Men i et notat, som Jyllands-Posten er i besiddelse af, vælger regeringen at regne med, at 25 personer vil benytte sig af muligheden. - Det er i nedenstående skøn beregningsteknisk forudsat, at 25 personer, heraf 15 voksne, årligt ønsker at udskyde muligheden for familiesammenføring, står der i notatet.Til sammenligning står der i notatet, at ""et forsigtigt skøn"" er, at antallet af familiesammenførte personer ""vil udgøre i størrelsesordenen 1000-2000 i perioden 2018-2020"".Tallene er behæet med usikkerhed, da det afhænger af, hvor mange flygtninge der kommer, og hvor mange familiemedlemmer de har ret til at få til Danmark.Dansk Flygtningehjælps asylchef, Eva Singer, vurderer, at et meget begrænset antal flygtninge vil tage imod tilbuddet.- Der er tale om familiemedlemmer, der er internt fordrevet eller måske i en flygtningelejr i nærområdet. De befinder sig oe i en farlig situation, siger hun til Jyllands-Posten.Selv om S støtter intentionerne i paradigmeskiet, har partiet afvist forslaget om en kontantbonus.Det står nu helt klart, at det her er ren symbolpolitikDF lægger afstand til forslaget:- Det er et forslag, regeringen er kommet med. Det batter jo overhovedet ikke noget, siger udlændingeordfører Martin Henriksen (DF) til Jyllands-Posten.Udlændingeminister Inger Støjberg (V) har ikke ønsket at stille op til interview med avisen.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"982";"Vi bakker op om 15 af de 21 forslag i regeringens udspil, og det er der ingen drama i.";"Mattias Tesfaye";"10/29/2018";"Socialdemokratiet";"1002";"integration";"";"Regeringen få svært ved at samle de nødvendige mandater bag et udspil om at gøre det nemmere at hente udenlandske arbejdskra.Hverken Socialdemokratiet eller Dansk Folkeparti vil nemlig lægge stemmer til at sænke grænsen for, hvad en udlænding fra et land uden for EU skal tjene for at få arbejde i Danmark.Og det er et stort problem, siger udlændinge- og integrationsminister Inger Støjberg (V).- Beløbsgrænsen er helt central, fordi det vil hjælpe mange danske virksomheder. Dansk erhvervsliv mangler hænder for at producere og skabe flere arbejdspladser.- Vi har været meget kompromissøgende, men det må heller ikke blive så udvandet, at det ikke hjælper. Og det gør det ikke, hvis ikke vi får ændret på beløbsgrænsen, siger hun.Derfor kan det blive meget kortvarige forhandlinger, der indledes mandag i Udlændinge- og Integrationsministeriet. Regeringen vil sænke beløbsgrænsen fra de nuværende 418.000 kroner i årsløn til 330.000 kroner.Det skal dog kun gælde for 12 udvalgte lande, som vi har stor samhandel med, nemlig USA, Singapore, Kina, Australien, Canada, Japan, Brasilien, Malaysia, Indien, Thailand, Mexico og Rusland. Socialdemokratiet er modstander af at give faglært arbejdskra fra udlandet mulighed for at konkurrere med danske håndværkere.Men udlændingeordfører Mattias Tesfaye mener ikke, at partiet stiller urimelige krav i forhandlingerne Vi bakker op om 15 af de 21 forslag i regeringens udspil, og det er der ingen drama i.Men vi ønsker ikke at åbne for lavtlønnet arbejdskra i Danmark. Vi synes, at det er helt rimeligt at sige, at hvis ikke folk kan tjene 185 kroner i timen plus pension, så kan de ikke så lov at arbejde herRegeringens støtteparti, Dansk Folkeparti, har hele tiden været imod forslaget, og det har ikke ændret sig, forklarer udlændingeordfører Martin Henriksen. - Regeringens forslag er ikke gennemtænkt og vil åbne for løndumping og for mere muslimsk arbejdskra i Danmark, og det er vi ikke interesseret i.- Derfor synes vi ikke, at der er behov for det her, siger han. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"983";"Men vi ønsker ikke at åbne for lavtlønnet arbejdskra i Danmark. Vi synes, at det er helt rimeligt at sige, at hvis ikke folk kan tjene 185 kroner i timen plus pension, så kan de ikke så lov at arbejde her";"Mattias Tesfaye";"10/29/2018";"Socialdemokratiet";"1002";"integration";"";"Regeringen få svært ved at samle de nødvendige mandater bag et udspil om at gøre det nemmere at hente udenlandske arbejdskra.Hverken Socialdemokratiet eller Dansk Folkeparti vil nemlig lægge stemmer til at sænke grænsen for, hvad en udlænding fra et land uden for EU skal tjene for at få arbejde i Danmark.Og det er et stort problem, siger udlændinge- og integrationsminister Inger Støjberg (V).- Beløbsgrænsen er helt central, fordi det vil hjælpe mange danske virksomheder. Dansk erhvervsliv mangler hænder for at producere og skabe flere arbejdspladser.- Vi har været meget kompromissøgende, men det må heller ikke blive så udvandet, at det ikke hjælper. Og det gør det ikke, hvis ikke vi får ændret på beløbsgrænsen, siger hun.Derfor kan det blive meget kortvarige forhandlinger, der indledes mandag i Udlændinge- og Integrationsministeriet. Regeringen vil sænke beløbsgrænsen fra de nuværende 418.000 kroner i årsløn til 330.000 kroner.Det skal dog kun gælde for 12 udvalgte lande, som vi har stor samhandel med, nemlig USA, Singapore, Kina, Australien, Canada, Japan, Brasilien, Malaysia, Indien, Thailand, Mexico og Rusland. Socialdemokratiet er modstander af at give faglært arbejdskra fra udlandet mulighed for at konkurrere med danske håndværkere.Men udlændingeordfører Mattias Tesfaye mener ikke, at partiet stiller urimelige krav i forhandlingerne Vi bakker op om 15 af de 21 forslag i regeringens udspil, og det er der ingen drama i.Men vi ønsker ikke at åbne for lavtlønnet arbejdskra i Danmark. Vi synes, at det er helt rimeligt at sige, at hvis ikke folk kan tjene 185 kroner i timen plus pension, så kan de ikke så lov at arbejde herRegeringens støtteparti, Dansk Folkeparti, har hele tiden været imod forslaget, og det har ikke ændret sig, forklarer udlændingeordfører Martin Henriksen. - Regeringens forslag er ikke gennemtænkt og vil åbne for løndumping og for mere muslimsk arbejdskra i Danmark, og det er vi ikke interesseret i.- Derfor synes vi ikke, at der er behov for det her, siger han. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"984";"Vi kan ikke skrive i loven, og det ønsker vi ikke at skrive, at skoler baseret på et islamisk livssyn ikke kan få tilskud. Det ville være helt hen i vejret";"Mattias Tesfaye";"01/27/2018";"Socialdemokratiet";"1003";"integration";"";"Det er så stort et problem, at muslimske friskoler modvirker integrationen i Danmark, at det er på tide at stoppe for statsstøtten.Det mener Dansk Folkepartis uddannelsesordfører, Alex Ahrendtsen, der med egne ord i årevis har forsøgt at komme de muslimske friskoler til livs.Derfor sender han nu et beslutningsforslag i Folketingssalen, der, hvis det bliver vedtaget, eer hans egen vurdering i praksis vil stoppe for statstilskuddet til de muslimske friskoler.- De modvirker integrationen. Der er oe bøvl med økonomien. Det er oe radikale grupperinger, der driver de her skoler. Og der har været indblanding udefra, siger Ahrendtsen om de muslimske friskoler. Forslaget vil pålægge regeringen at lave regler om, at statstilskud til friskoler, hvor mere end halvdelen har udenlandsk baggrund, skal betinges af, at skolerne kan dokumentere, at de ikke modvirker integration.Alex Ahrendtsen lægger ikke skjul på, hvor han har fået idéen til det konkrete forslag fra.- Det er Socialdemokratiets forslag, siger han.Socialdemokratiets formand, Mette Frederiksen, sagde i august til BT, at hun med et forslag om at fjerne statstilskuddet havde et ønske om at lukke de muslimske friskoler.Men DF mener, at S har tøvet for længe med rent faktisk at gøre andet ved sagen end at tale om den i medierne. Det er på den baggrund, at Alex Ahrendtsen nu fremsætter forslaget.Socialdemokratiets udlændingeordfører, Mattias Tesfaye, er klar til at støtte forslaget, hvis det er udtryk for Socialdemokratiets politik.  Vi kan ikke skrive i loven, og det ønsker vi ikke at skrive, at skoler baseret på et islamisk livssyn ikke kan få tilskud. Det ville være helt hen i vejretMen vi mener, at det er helt rimeligt at lægge til grund for statens udbetaling af mange millioner kroner, at de skoler også understøtter den oentlige integrationspolitik.S regner dog med, at regeringen vil adressere stigningen i antallet af elever på muslimske friskoler i det udspil om parallelsamfund, der er på vej, forklarer Tesfaye.Derfor har partiet ikke selv stillet et forslag i Folketinget. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"985";"Men vi mener, at det er helt rimeligt at lægge til grund for statens udbetaling af mange millioner kroner, at de skoler også understøtter den oentlige integrationspolitik.";"Mattias Tesfaye";"01/27/2018";"Socialdemokratiet";"1003";"integration";"";"Det er så stort et problem, at muslimske friskoler modvirker integrationen i Danmark, at det er på tide at stoppe for statsstøtten.Det mener Dansk Folkepartis uddannelsesordfører, Alex Ahrendtsen, der med egne ord i årevis har forsøgt at komme de muslimske friskoler til livs.Derfor sender han nu et beslutningsforslag i Folketingssalen, der, hvis det bliver vedtaget, eer hans egen vurdering i praksis vil stoppe for statstilskuddet til de muslimske friskoler.- De modvirker integrationen. Der er oe bøvl med økonomien. Det er oe radikale grupperinger, der driver de her skoler. Og der har været indblanding udefra, siger Ahrendtsen om de muslimske friskoler. Forslaget vil pålægge regeringen at lave regler om, at statstilskud til friskoler, hvor mere end halvdelen har udenlandsk baggrund, skal betinges af, at skolerne kan dokumentere, at de ikke modvirker integration.Alex Ahrendtsen lægger ikke skjul på, hvor han har fået idéen til det konkrete forslag fra.- Det er Socialdemokratiets forslag, siger han.Socialdemokratiets formand, Mette Frederiksen, sagde i august til BT, at hun med et forslag om at fjerne statstilskuddet havde et ønske om at lukke de muslimske friskoler.Men DF mener, at S har tøvet for længe med rent faktisk at gøre andet ved sagen end at tale om den i medierne. Det er på den baggrund, at Alex Ahrendtsen nu fremsætter forslaget.Socialdemokratiets udlændingeordfører, Mattias Tesfaye, er klar til at støtte forslaget, hvis det er udtryk for Socialdemokratiets politik.  Vi kan ikke skrive i loven, og det ønsker vi ikke at skrive, at skoler baseret på et islamisk livssyn ikke kan få tilskud. Det ville være helt hen i vejretMen vi mener, at det er helt rimeligt at lægge til grund for statens udbetaling af mange millioner kroner, at de skoler også understøtter den oentlige integrationspolitik.S regner dog med, at regeringen vil adressere stigningen i antallet af elever på muslimske friskoler i det udspil om parallelsamfund, der er på vej, forklarer Tesfaye.Derfor har partiet ikke selv stillet et forslag i Folketinget. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"986";"Vi har et problem med, at folk ikke tager seriøst, at vi udviser dem. De vender bare om nede i Tyskland, og de kommer tilbage og begår nye indbrud eller røveri. På den måde er vi lidt til grin";"Mattias Tesfaye";"05/17/2018";"Socialdemokratiet";"1005";"integration";"";"Alt for mange kriminelle udlændinge har trods indrejseforbud held til at rejse til Danmark, og det skal stoppes via en skærpet straf, hvor lovovertræderne afsoner i hjemlandet.  Det mener Dansk Folkeparti, der har fremsat et beslutningsforslag, som førstebehandles torsdag.  Socialdemokratiet har tidligere stemt nej til et lignende DF-forslag, men partiet støtter denne gang idéen, siger udlændingeordfører Mattias Tesfaye.  Vi har et problem med, at folk ikke tager seriøst, at vi udviser dem. De vender bare om nede i Tyskland, og de kommer tilbage og begår nye indbrud eller røveri. På den måde er vi lidt til grinForslaget går på, at udlændinge, som bryder et indrejseforbud første gang, skal idømmes en straf på et år. Dermed kan man ifølge EU-regler sende den pågældende til afsoning i hjemlandet.  EU kræver, at straen er minimum seks måneder, før en afsoning i hjemlandet kan komme på tale. Som reglerne er nu, giver det 10-60 dages fængsel, første gang en udlænding bryder et indrejseforbud.  Socialdemokratiet lægger op til, at straen skal være ""over et halvt år"", mens DF siger, at den skal være et år.- Vi synes, at det er vigtigt at få skærpet straen på dette område, da der desværre er en række eksempler på, at udviste kriminelle udlændinge vender tilbage til Danmark, siger udlændingeordfører Martin Henriksen (DF).  For DF er det centralt, at strafniveauet kommer op på et niveau, hvor udlændingene kan sendes til hjemlandet.  Det er det også for Socialdemokratiet, understreger Tesfaye, som fokuserer på, at rumænere fylder vældig meget i statistikken.  - Mange af dem begår kriminalitet. Vores udfordring er, at de afsoner i danske fængsler. Vi kunne godt tænke os, at mange af dem afsoner i deres egne fængsler, siger den socialdemokratiske udlændingeordfører.  Rumænere udgør med 46 tilfælde en tredjedel af alle tilfælde i år.  110 udlændinge med indrejseforbud er i år blevet straet for at bryde forbuddet. Det fremgår af et udvalgssvar 16. maj fra udlændinge- og integrationsminister, Inger Støjberg (V).  The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"992";"Med regeringens model skal der sættes alverdens bureaukrati i gang, og rektorer skal argumentere for, hvorfor fordelingsreglerne skal ændres. Med vores forslag kan vi give den garanti, at uanset hvor du går i gymnasium, er der en balanceret elevsammensætning med både blå og brune øjne";"Mattias Tesfaye";"02/27/2018";"Socialdemokratiet";"1015";"integration";"";"INFO: Anvendelse af Ritzaus Tophistorietjeneste forudsætter accept af vilkårene i bunden.  **** RITZAUS TOPHISTORIETJENESTE ****Gymnasier med et højt antal elever af udenlandsk herkomst skal fremover kunne kræve en omfordeling af elever.Sådan lyder et forslag fra regeringens kommende ghettoudspil.Det skriver BT.Hvis et gymnasium er udfordret på grund af mange elever med udenlandsk baggrund, kan en rektor kræve, at andre gymnasier i lokalområdet hjælper med at tage deres andel af eleverne.Med regeringens udspil vil 16 STX-gymnasier og 12 HF-skoler på baggrund af deres høje antal af elever fra indvandrerfamilier kunne kræve, at der sker en ny fordeling af ansøgere til skolerne.Fordelingen foregår i dag ved, at gymnasiernes rektorer mødes i lokale udvalg for at fordele ansøgere til gymnasierne.Hvis et gymnasium vil gøre krav på en ny fordeling af elever, skal rektoren 'fremlægge dokumentation for, at elevsammensætningen vil give faglige og pædagogiske udfordringer på skolen,' står der i regeringens udspil. Dereer skal rektorerne sammen fastsætte nogle lokale regler for en bedre fordeling.Men regeringens forslag fokuserer for meget på elevernes etnisk baggrund, mener formanden for Gymnasieskolernes Lærerforening Annette Nordstrøm Hansen.»Vi er glade for, at regeringen tager gymnasiernes problemer alvorligt. Men det her kommer i for stor udstrækning til at fokusere på elevernes etniske baggrund. Problemerne hænger også sammen med elevernes socioøkonomiske baggrund og deres forældres uddannelsesniveau, siger lærerformanden til BT.Hun kalder udspillet for bureaukratisk tungt - og at det nok skal diskuteres lidt mere, før det er i mål.»Hvordan skal man som rektor kunne dokumentere, at ansøgerne til skolen vil give udfordringer? Det vil sige, at rektor skal udtale sig om elever, inden han kender dem? siger Annette Nordstrøm Hansen til dagbladet.Socialdemokratiet foreslog i december 2017 at sætte et lo på 30 procent elever med udenlandsk baggrund i gymnasierne, når ansøgerne skal fordeles. Regeringens forslag er 'for langhåret' som Socialdemokratiets Mattias Tesfaye udtrykker det.Med regeringens model skal der sættes alverdens bureaukrati i gang, og rektorer skal argumentere for, hvorfor fordelingsreglerne skal ændres. Med vores forslag kan vi give den garanti, at uanset hvor du går i gymnasium, er der en balanceret elevsammensætning med både blå og brune øjne  FAKTA: NYT GYMNASIEUDSPILMulighed for at kræve lokale fordelingsregler: Et gymnasium kan kræve, at fordelingsudvalget fastsætter lokale regler om en bedre fordeling af elever. Det er enforudsætning, at andelen af ansøgere til 1.g på gymnasiet med udenlandsk herkomst overstiger den gennemsnitlige andel af ansøgere med udenlandsk herkomst i fordelingsudvalgets område + 5 pct.point (dog minimum 20 pct.).Gymnasiets rektor skal fremlægge dokumentation for, at elevsammensætningen vil give faglige og pædagogiske udfordringer på skolen.Redaktionel kontakt:  Jacob Friberg  tlf.: +4526365541  e-mail: jani@bt.dk**** DENNE ARTIKEL OG BILLEDMATERIALE ER VIDEREFORMIDLET AF RITZAUS BUREAU PÅ VEGNE AF BT ****Betingelser for brug af materiale fra Ritzaus Tophistorietjeneste:VIGTIGT VEDR. BRUG AF BILLEDE:- Hvis der er tilknyttet billedmateriale til artiklen må dette anvendes i forbindelse med publicering.- Rettigheden til anvendelse af billedet er dog udelukkende til brug i sammenhæng med nærværende tophistorie, og må således ikke arkiveres med henblik på genanvendelse i andre sammenhænge.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"993";"Det er under al kritik, at ingen myndigheder går ombord på danske skibe for at tjekke, om udenlandske søfolk har papirerne i orden. Det vil være helt på sin plads, at myndighederne fører kontrol med, om udlændingeloven overholdes. Alle andre paragraer i udlændingeloven tjekkes jo grundigt af myndighederne";"Mattias Tesfaye";"05/22/2018";"Socialdemokratiet";"1019";"integration";"";"Tophistorie fra Fagbladet 3F distribueret af Ritzau.INFO: Anvendelse af Ritzaus Tophistorietjeneste forudsætter accept af vilkårene i bunden.  **** RITZAUS TOPHISTORIETJENESTE ****Et flertal på Christiansborg er nu klar til at indføre kontrol med, om danske rederier bryder udlændingeloven og udnytter illegale søfolk til dumpingløn. Det skriver Fagbladet 3F.Der findes ikke opgørelser over, hvor mange søfolk, der arbejder ulovligt. Men en indikator på problemets omfang kom for nylig i byretten i Odense.Her blev rederiet Sirius Shipping ApS idømt en bøde på 1,5 millioner kroner for at have brugt filippinske søfolk uden arbejdstilladelse på fire af deres skibe under dansk flag.Ulovlighederne blev afsløret af det Internationale Transportarbejderforbund, ITF, og ikke af de danske myndigheder. Der er der frit slag for rederierne, idet de danske myndigheder ikke kontrollerer skibene for brud på udlændingeloven.Enhedslisten og DF har i kølvandet på dommen meldt klart ud: De vil have indført kontrol af skibene. Og nu er Mattias Tesfaye, ordfører for social dumping hos Socialdemokratiet, også klar til at gribe ind.Det er under al kritik, at ingen myndigheder går ombord på danske skibe for at tjekke, om udenlandske søfolk har papirerne i orden. Det vil være helt på sin plads, at myndighederne fører kontrol med, om udlændingeloven overholdes. Alle andre paragraer i udlændingeloven tjekkes jo grundigt af myndighederneIfølge udlændingeloven skal søfolk uden for EU have arbejdstilladelse, hvis de arbejder på et skib under dansk flag i international trafik og anløber en havn i Danmark mere end 25 gange inden for et år.Sirius Shipping blev dømt for at anløbe en havn mere end 25 gange uden de fornødne arbejdstilladelser.Ansvaret hører under Udlændinge- og Integrationsministeriets Styrelsen for International Rekruttering og Integration (SIRI), men de kontrollerer ikke skibene, oplyser styrelsen til Fagbladet 3F.Både transportordfører for Enhedslisten, Henning Hyllested, og erhvervsordfører Hans Kristian Skibby (DF) foreslår, at ansvaret for at tjekke besætningernes arbejdstilladelser flyttes over i Søfartsstyrelsen, der i forvejen er ombord på skibene som myndighed, hvor de tjekker forhold, der har at gøre med søfartslovgivningen.Det modtages positivt af arbejdsgiverorganisationen Danske Rederiers direktør, Anne W. Trolle:- Vi har ikke noget problem med, at kontrollen bliver flyttet til Søfartsstyrelsen. Det er vi helt trygge ved, da de selvsagt er kyndige i søfartsforhold. Vi har ikke noget problem med mere kontrol, så længe det ikke besværer eller fordyrer forholdene for rederierne, siger hun.Søfartsstyrelsen har ingen kommentarer til forslaget om, at de skal overtage kontrolmyndigheden. https://fagbladet3f.dk/artikel/flertal-vil-stoppe-rederiers-brug-af-illegale-soefolkRedaktionel kontakt:  Jesper Woldenhof  tlf.: +4560253409**** DENNE ARTIKEL OG BILLEDMATERIALE ER VIDEREFORMIDLET AF RITZAUS BUREAU PÅ VEGNE AF Fagbladet 3F ****Betingelser for brug af materiale fra Ritzaus Tophistorietjeneste:VIGTIGT VEDR. BRUG AF BILLEDE:- Hvis der er tilknyttet billedmateriale til artiklen må dette anvendes i forbindelse med publicering.- Rettigheden til anvendelse af billedet er dog udelukkende til brug i sammenhæng med nærværende tophistorie, og må således ikke arkiveres med henblik på genanvendelse i andre sammenhænge.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"995";"Ude i kommunerne skal flygtninge med midlertidig opholdstilladelse have samme ærlige besked, som de får fra Udlændingestyrelsen, nemlig at der er tale om en midlertidig tilladelse. Beskeden skal være, at vi giver beskyttelse og ordentlige forhold, men når man ikke længere risikerer forfølgelse i sit hjemland, så skal man hjem og være med til at bygge sit samfund op";"Mattias Tesfaye";"11/19/2018";"Socialdemokratiet";"1024";"integration";"";"INFO: Anvendelse forudsætter accept af vilkårene i bunden.  **** RITZAUS TOPHISTORIETJENESTE ****Samtlige af landets 98 kommuner skal forpligtes til at udarbejde en hjemsendelsespolitik. Sådan lyder det i et udspil fra Morten Messerschmidt (DF), der er europaparlamentariker og folketingskandidat i Nordsjælland. Det skriver Frederiksborg Amts Avis.- Vi mener, at der i langt højere grad skal fokuseres på hjemsendelse af flygtninge - og også de indvandrere, der enten bryder loven eller simpelthen ikke vil Danmark, siger Morten Messerschmidt, der fortæller, han har opbakning i partiets ledelse til udspillet.I dag skal alle kommuner have en integrationspolitik, men kun Greve syd for København har vedtaget en egentlig politik, der styrker fokus, på at flygtninge kan repatrieres - altså frivilligt kan beslutte at vende hjem til deres oprindelsesland.- Det er i landets kommuner, at man har den nære kontakt med de mange udlændinge. Derfor skal kommunerne også have en markant rolle i tilrettelæggelsen af hele paradigmeskiet på udlændingeområdet, siger Morten Messerschmidt.Hos Socialdemokratiet mener udlændingeordfører Mattias Tesfaye, at man over for alle, der har midlertidig opholdstilladelse, bør understrege, at tilladelsen netop er midlertidig.Ude i kommunerne skal flygtninge med midlertidig opholdstilladelse have samme ærlige besked, som de får fra Udlændingestyrelsen, nemlig at der er tale om en midlertidig tilladelse. Beskeden skal være, at vi giver beskyttelse og ordentlige forhold, men når man ikke længere risikerer forfølgelse i sit hjemland, så skal man hjem og være med til at bygge sit samfund opRedaktionel kontakt:  Redaktionen  tlf.:  e-mail: frederiksborg@db-faa.dk**** DENNE ARTIKEL OG BILLEDMATERIALE ER VIDEREFORMIDLET AF RITZAUS BUREAU PÅ VEGNE AF Fr.Borg Amts Avis ****Betingelser for brug af materiale fra Ritzaus Tophistorietjeneste:VIGTIGT VEDR. BRUG AF BILLEDE:- Hvis der er tilknyttet billedmateriale til artiklen må dette anvendes i forbindelse med publicering.- Rettigheden til anvendelse af billedet er dog udelukkende til brug i sammenhæng med nærværende tophistorie, og må således ikke arkiveres med henblik på genanvendelse i andre sammenhænge.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
